idx*act*icon_color*activity_id*keep*mime_type*mtime*preview*share_scope*timestamp*title*title_set_by_user*uid
55*org.sugarlabs.AbacusActivity*#00A0FF,#9A5200*ac9e7934bf2f342d91d9aee0f4d6a67511aa1d01*0*NA*2013-07-14T18:06:57.799412*NA*private*1373825217*Abacus Activity*0*6f60c9dc-5842-4f25-b7c5-b8dc525ea49e
56*org.laptop.ImageViewerActivity*#00A0FF,#9A5200*e711c8ac9e9b05326798810c5b0d8d70c97d0e8f*0*image/png*2013-08-06T00:02:40.816181*NA*NA*1375747360*"Screenshot of ""Tahoe-LAFS Introducer"""*1*818ebf38-db99-4a2f-b39d-e324e4911e3d
57*org.laptop.WebActivity*#00A0FF,#9A5200*a8c0d4aa5cda9b62f29e322248ba5f48290c191f*0*text/plain*2013-07-14T18:06:39.159964*NA*private*1373825199*Analyze Journal :: Activities for Sugar*0*9c0726a6-3be8-447b-9d36-75c158dcb8f6
58*org.laptop.Calculate*#FF8F00,#BE9E00*ed953251253a7553db016c4b87b90f751366e06b*0*NA*2013-08-04T04:01:55.179191*NA*private*1375588915*Calculate Activity*1*917d16f9-5d0a-4341-816a-7fdefcb1ec70
59*tv.alterna.Clock*#FF2B34,#FF8F00*a3b3bb1eabc392d634bc400740f6048961ee31c8*0*NA*2013-07-29T00:40:06.527836*NA*private*1375058406*Clock Activity*0*686b763e-63bb-42fd-a786-5afc72930fef
60*org.laptop.physics*#00A0FF,#9A5200*efb9b8363b954fa33b5df5eda6980255e0f6a13e*0*application/x-physics-activity*2013-07-28T17:08:39.903654*NA*private*1375031319*Physics Activity*0*7114c6fb-28f8-449d-989d-6b31882c34d5
61*vu.lux.olpc.Maze*#00EA11,#5E008C*fc4c5a69e50cf00abbaf73edcc9ee4b78c22bc40*0*NA*2013-08-05T23:09:18.786623*NA*private*1375758558*Maze Activity*1*3e57e505-8ed3-44fb-a1fa-1f17a30b6273
62*org.sugarlabs.SimpleGraph*#00A0FF,#9A5200*934b7ebaae1c1530f74d21f1d38590fb3586133d*0*application/x-chart-activity*2013-07-13T18:35:59.704980*NA*private*1373740559*Chart Activity*0*0f0edb5a-6557-46d4-b79a-a732586d1ec0
63*org.laptop.Pippy*#00EA11,#5E008C*9ff09baa3f51f60a598fc9c8166c8026b54b1f97*0*text/x-python*2013-08-05T23:09:34.526282*NA*private*1375758574*Pippy Activity*1*d3cece53-96d0-4ec3-96bd-3b68210b3f92
64*org.laptop.physics*#00A0FF,#9A5200*e82f1f25e7b2f3069363a6d57885d838aa34d01c*0*application/x-physics-activity*2013-06-02T21:49:04.391639*NA*private*1370209744*Physics Activity*0*e50c5c16-8974-4336-8421-a6878d3ce192
65*org.sugarlabs.XoScope*#00EA11,#5E008C*3b5ba098a5642dbb33f87d40a7520df0f7957302*0*NA*2011-11-06T13:23:28.188647*NA*private*1320614608*Telescope Activity*0*43a6ea1e-dd27-4414-a395-e909b58640ae
66*org.laptop.MeasureActivity*#FF2B34,#FF8F00*547fc1231a6b274eebebf8c5956c1f81c04d17c0*0*NA*2013-07-30T01:40:47.105402*NA*private*1375148447*Measure Activity*0*6cbc06c8-a633-442d-92f4-b714a5d5a5b1
67*org.laptop.MeasureActivity*#FF8F00,#BE9E00*29abd47cece94de7617e68e25a5e25a1783254b5*0*NA*2013-08-04T04:05:10.827500*NA*private*1375589110*Measure Activity*1*30bdf32e-0f6f-4228-a665-e70f502e6195
68*org.laptop.community.Finance*#AC32FF,#FF8F00*87267e499bb275a05ce4eb6083c590515bf39463*0*text/plain*2013-08-03T16:49:34.398404*NA*private*1375548574*Finance Activity*0*0bf49378-bbb7-484e-b4b7-7755fe4ef5ca
69*org.laptop.RecordActivity*#FF2B34,#FF8F00*efddbc97dd23682cc050d19cea9982da5d86f65c*0*NA*2013-07-28T16:55:07.629818*NA*private*1375030507*Record Activity*0*b3f69fc6-df1a-4328-a1ec-67f67310cd79
70*org.laptop.ImageViewerActivity*#00A0FF,#9A5200*1a304a892d0855f8b58b64d4f8defab665d772c1*0*image/png*2013-06-17T02:33:41.768431*NA*NA*1371436421*"Screenshot of ""Tahoe-LAFS - Welcome"""*NA*fdbe3604-e888-4107-923a-b2bbdff25732
71*org.laptop.RecordActivity*#FF8F00,#BE9E00*860b66dc804d99f1fc8e37de206858cb090a7f0a*0*NA*2013-08-04T03:58:46.881481*NA*private*1375588726*Record Activity*1*c7022a25-892a-4848-b539-8b525371d571
72*org.laptop.ImageViewerActivity*#00EA11,#5E008C*3ffcbf2bc6b932f2c9df32907eb36b08a321cb9f*0*image/png*2013-08-05T23:08:21.423973*NA*NA*1375758501*Waveform 1*1*72c8b8e6-c754-423c-adef-30d000901f19
73*org.laptop.AbiWordActivity*#FF2B34,#FF8F00*858191a54ddb5fa51b97eb8d3eeb9a051023a239*0*application/vnd.oasis.opendocument.text*2013-07-28T18:29:54.892817*NA*private*1375036194*Write Activity*0*27364ba1-7352-4a23-94d4-204364d43f26
74*NA*NA*NA*NA*audio/x-mpegurl*2013-08-05T23:59:27.851647*NA*NA*1375747167*Jukebox playlist*NA*488420cc-d964-4000-a591-60ce3b4c4bdf
75*org.laptop.TamTamMini*#00EA11,#5E008C*59e908708be6929f65df4fec16b327ef64ae5060*0*NA*2011-09-03T22:05:56.473010*NA*private*1315112756*TamTamMini Activity*1*44d12de3-42cb-4582-b75f-4950856429ea
76*org.laptop.ImageViewerActivity*#00A0FF,#9A5200*a292da51c40e0971bb8be2666f0c7279585dd2bd*0*image/png*2013-07-14T18:58:58.269418*NA*NA*1373828338*"Screenshot of ""Get Books"""*NA*1fe6ae3a-2a49-4020-afbf-1081ea456498
